Date,Open,High,Low,Close,Adj Close,Volume
2013-01-01,1.038799,1.044495,1.038702,1.039901,1.039901,0
2013-01-02,1.039296,1.052499,1.039285,1.039166,1.039166,0
2013-01-03,1.049307,1.052787,1.047735,1.049296,1.049296,0
2013-01-04,1.045096,1.046704,1.039685,1.045303,1.045303,0
2013-01-07,1.049571,1.050817,1.04689,1.049538,1.049538,0
2013-01-08,1.05127,1.051801,1.047274,1.051171,1.051171,0
2013-01-09,1.051403,1.053796,1.048955,1.05137,1.05137,0
2013-01-10,1.050497,1.05875,1.049659,1.050608,1.050608,0
2013-01-11,1.057955,1.059165,1.054819,1.058033,1.058033,0
2013-01-14,1.053896,1.0581,1.052465,1.053785,1.053785,0
2013-01-15,1.056524,1.057496,1.052765,1.056424,1.056424,0
2013-01-16,1.057049,1.057944,1.053341,1.057083,1.057083,0
2013-01-17,1.055454,1.056435,1.049604,1.055844,1.055844,0
2013-01-18,1.054507,1.055799,1.048702,1.054608,1.054608,0
2013-01-21,1.050442,1.052798,1.049483,1.050718,1.050718,0
2013-01-22,1.051525,1.057999,1.050542,1.051602,1.051602,0
2013-01-23,1.056201,1.057105,1.052898,1.05629,1.05629,0
2013-01-24,1.053996,1.054897,1.045271,1.053685,1.053685,0
2013-01-25,1.044899,1.046956,1.042166,1.044605,1.044605,0
2013-01-28,1.041135,1.043395,1.038627,1.041352,1.041352,0
2013-01-29,1.042405,1.046704,1.041971,1.042231,1.042231,0
2013-01-30,1.046299,1.047899,1.040464,1.046901,1.046901,0
2013-01-31,1.041688,1.044452,1.038217,1.041884,1.041884,0
2013-02-01,1.043297,1.044474,1.036226,1.043221,1.043221,0
2013-02-04,1.042514,1.044201,1.041189,1.042601,1.042601,0
2013-02-05,1.044201,1.045828,1.037205,1.044103,1.044103,0
2013-02-06,1.039188,1.039955,1.029803,1.039004,1.039004,0
2013-02-07,1.031928,1.033902,1.030004,1.032002,1.032002,0
2013-02-08,1.027992,1.0348,1.025894,1.028267,1.028267,0
2013-02-11,1.032002,1.032695,1.02642,1.032279,1.032279,0
2013-02-12,1.026104,1.031853,1.02284,1.026357,1.026357,0
2013-02-13,1.033795,1.036302,1.032024,1.03387,1.03387,0
2013-02-14,1.035679,1.036602,1.032823,1.036098,1.036098,0
2013-02-15,1.0351,1.03742,1.029866,1.035057,1.035057,0
2013-02-18,1.029803,1.031555,1.027644,1.02994,1.02994,0
2013-02-19,1.031896,1.035572,1.030556,1.031896,1.031896,0
2013-02-20,1.034886,1.036903,1.028457,1.034897,1.034897,0
2013-02-21,1.024905,1.026568,1.022861,1.024842,1.024842,0
2013-02-22,1.029516,1.034009,1.027253,1.029442,1.029442,0
2013-02-25,1.029855,1.0331,1.026504,1.029824,1.029824,0
2013-02-26,1.027,1.0294,1.020179,1.027031,1.027031,0
2013-02-27,1.023583,1.023782,1.018558,1.023395,1.023395,0
2013-02-28,1.022955,1.029114,1.0207,1.023227,1.023227,0
2013-03-01,1.021826,1.024296,1.018485,1.021899,1.021899,0
2013-03-04,1.019659,1.020002,1.011757,1.019628,1.019628,0
2013-03-05,1.020398,1.025305,1.019576,1.020387,1.020387,0
2013-03-06,1.026599,1.029803,1.025704,1.026684,1.026684,0
2013-03-07,1.0235,1.028997,1.022098,1.023353,1.023353,0
2013-03-08,1.027253,1.028098,1.022432,1.027063,1.027063,0
2013-03-11,1.021503,1.027095,1.021242,1.021795,1.021795,0
2013-03-12,1.027802,1.033613,1.026789,1.027897,1.027897,0
2013-03-13,1.032898,1.033399,1.028479,1.032898,1.032898,0
2013-03-14,1.030057,1.039696,1.030004,1.030004,1.030004,0
2013-03-15,1.038098,1.04055,1.036312,1.038023,1.038023,0
2013-03-18,1.035422,1.039879,1.034618,1.03539,1.03539,0
2013-03-19,1.039404,1.040604,1.036291,1.039393,1.039393,0
2013-03-20,1.036205,1.039901,1.035754,1.036119,1.036119,0
2013-03-21,1.037872,1.044899,1.036388,1.037807,1.037807,0
2013-03-22,1.044005,1.045402,1.042296,1.044005,1.044005,0
2013-03-25,1.045009,1.048405,1.043351,1.044877,1.044877,0
2013-03-26,1.046178,1.049803,1.044856,1.046244,1.046244,0
2013-03-27,1.04757,1.048295,1.041981,1.047362,1.047362,0
2013-03-28,1.045096,1.045905,1.039912,1.044867,1.044867,0
2013-03-29,1.041699,1.042905,1.040604,1.041829,1.041829,0
2013-04-01,1.041309,1.042677,1.038799,1.041233,1.041233,0
2013-04-02,1.043787,1.048097,1.043732,1.043798,1.043798,0
2013-04-03,1.045664,1.049814,1.044801,1.045719,1.045719,0
2013-04-04,1.045402,1.048702,1.039631,1.045478,1.045478,0
2013-04-05,1.042503,1.043765,1.035765,1.042394,1.042394,0
2013-04-08,1.035186,1.042503,1.035186,1.035165,1.035165,0
2013-04-09,1.042036,1.049505,1.041515,1.042025,1.042025,0
2013-04-10,1.048801,1.055231,1.047702,1.0489,1.0489,0
2013-04-11,1.053796,1.058391,1.050277,1.053785,1.053785,0
2013-04-12,1.054752,1.056301,1.048482,1.054619,1.054619,0
2013-04-15,1.050983,1.052399,1.037796,1.051403,1.051403,0
2013-04-16,1.033795,1.038476,1.031077,1.033805,1.033805,0
2013-04-17,1.038303,1.038734,1.029675,1.038497,1.038497,0
2013-04-18,1.030195,1.033998,1.027095,1.030301,1.030301,0
2013-04-19,1.029612,1.035904,1.028267,1.029803,1.029803,0
2013-04-22,1.027485,1.030811,1.023688,1.02739,1.02739,0
2013-04-23,1.026504,1.026926,1.022275,1.026568,1.026568,0
2013-04-24,1.02603,1.029495,1.023405,1.026104,1.026104,0
2013-04-25,1.027696,1.033944,1.027401,1.027897,1.027897,0
2013-04-26,1.0294,1.033602,1.026525,1.029389,1.029389,0
2013-04-29,1.028288,1.035797,1.027718,1.028415,1.028415,0
2013-04-30,1.03419,1.0384,1.033271,1.034404,1.034404,0
2013-05-01,1.037215,1.038314,1.027285,1.037075,1.037075,0
2013-05-02,1.028362,1.028362,1.022275,1.028574,1.028574,0
2013-05-03,1.025336,1.032301,1.024496,1.025567,1.025567,0
2013-05-06,1.029898,1.0308,1.022568,1.030248,1.030248,0
2013-05-07,1.02458,1.025305,1.015672,1.024485,1.024485,0
2013-05-08,1.017667,1.020908,1.015796,1.017832,1.017832,0
2013-05-09,1.019004,1.025494,1.017998,1.019171,1.019171,0
2013-05-10,1.007638,1.009459,0.996214,1.007648,1.007648,0
2013-05-13,0.998502,1.001101,0.995223,0.998502,0.998502,0
