Date,Open,High,Low,Close,Adj Close,Volume
1/2/2009,0.818063,0.82905,0.81473,0.826856,0.826856,0
1/5/2009,0.827746,0.842744,0.8188,0.841751,0.841751,0
1/6/2009,0.842034,0.85034,0.834168,0.844523,0.844523,0
1/7/2009,0.844523,0.849185,0.834098,0.835981,0.835981,0
1/8/2009,0.835981,0.849473,0.8285,0.846597,0.846597,0
1/9/2009,0.846812,0.846812,0.8364,0.839278,0.839278,0
1/12/2009,0.840054,0.841822,0.820412,0.822301,0.822301,0
1/13/2009,0.822166,0.822301,0.811622,0.817595,0.817595,0
1/14/2009,0.817394,0.825764,0.800448,0.80289,0.80289,0
1/15/2009,0.802697,0.805477,0.790014,0.798977,0.798977,0
1/16/2009,0.799169,0.811886,0.795988,0.805477,0.805477,0
1/19/2009,0.807037,0.808081,0.795608,0.797894,0.797894,0
1/20/2009,0.797703,0.798085,0.788768,0.790202,0.790202,0
1/21/2009,0.790264,0.797385,0.783576,0.793651,0.793651,0
1/22/2009,0.793525,0.798977,0.785731,0.798467,0.798467,0
1/23/2009,0.798531,0.813802,0.790826,0.813537,0.813537,0
1/26/2009,0.808016,0.823316,0.807494,0.817728,0.817728,0
1/27/2009,0.817795,0.822977,0.811491,0.81626,0.81626,0
1/28/2009,0.816326,0.831324,0.813537,0.824063,0.824063,0
1/29/2009,0.824063,0.824334,0.815461,0.816727,0.816727,0
1/30/2009,0.816727,0.818398,0.805607,0.815262,0.815262,0
2/2/2009,0.814399,0.814399,0.802568,0.802955,0.802955,0
2/3/2009,0.80289,0.813537,0.799424,0.811227,0.811227,0
2/4/2009,0.810767,0.817996,0.804894,0.812348,0.812348,0
2/5/2009,0.812348,0.817795,0.807754,0.812414,0.812414,0
2/6/2009,0.812282,0.820614,0.79783,0.82021,0.82021,0
2/9/2009,0.819471,0.824266,0.813273,0.819403,0.819403,0
2/10/2009,0.819471,0.820816,0.801025,0.805672,0.805672,0
2/11/2009,0.805477,0.807428,0.798403,0.805802,0.805802,0
2/12/2009,0.805802,0.807037,0.797321,0.804635,0.804635,0
2/13/2009,0.804699,0.813339,0.802568,0.808277,0.808277,0
2/16/2009,0.803729,0.806192,0.801025,0.805283,0.805283,0
2/17/2009,0.805348,0.805542,0.789391,0.791139,0.791139,0
2/18/2009,0.791264,0.797321,0.790451,0.793777,0.793777,0
2/19/2009,0.793777,0.802246,0.793525,0.795988,0.795988,0
2/20/2009,0.795862,0.803342,0.791077,0.798722,0.798722,0
2/23/2009,0.798085,0.8088,0.796559,0.79936,0.79936,0
2/24/2009,0.79936,0.806582,0.797575,0.806322,0.806322,0
2/25/2009,0.806322,0.806387,0.793462,0.79694,0.79694,0
2/26/2009,0.796559,0.806322,0.795229,0.797894,0.797894,0
2/27/2009,0.798021,0.79885,0.784129,0.784437,0.784437,0
3/2/2009,0.782228,0.785546,0.773395,0.774893,0.774893,0
3/3/2009,0.775014,0.780884,0.771367,0.773156,0.773156,0
3/4/2009,0.773036,0.78604,0.771307,0.783699,0.783699,0
3/5/2009,0.783576,0.784375,0.774773,0.776699,0.776699,0
3/6/2009,0.776518,0.782963,0.775434,0.777665,0.777665,0
3/9/2009,0.780214,0.780214,0.765814,0.770297,0.770297,0
3/10/2009,0.770238,0.785176,0.770119,0.780214,0.780214,0
3/11/2009,0.78064,0.784191,0.775374,0.775494,0.775494,0
3/12/2009,0.775615,0.783269,0.772201,0.781616,0.781616,0
3/13/2009,0.781677,0.79164,0.778998,0.788146,0.788146,0
3/16/2009,0.783453,0.791264,0.783392,0.786844,0.786844,0
3/17/2009,0.786658,0.789702,0.78376,0.788084,0.788084,0
3/18/2009,0.788022,0.804117,0.785114,0.801925,0.801925,0
3/19/2009,0.801925,0.818599,0.799936,0.806127,0.806127,0
